"analysis_version","stage","analysis_taxon_id","species","analysis_role","outcome","engine","n","converged","singular_fit","rank_deficient","convergence_message","maximum_absolute_gradient","event_block_variance","observer_variance","location_variance","residual_variance","status","analysis_variant","offset_days"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_1328b44be502","Black Scoter","core_species","checklist_reporting","lme4_glmer_nAGQ0",217178,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_1328b44be502","Black Scoter","core_species","conditional_positive_numeric_count","lme4_lmer_REML",1684,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_136b0e66254b","Common Murre","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_136b0e66254b","Common Murre","core_species","conditional_positive_numeric_count","lme4_lmer_REML",2023,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_15dd5efcd8d6","Black Turnstone","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_15dd5efcd8d6","Black Turnstone","core_species","conditional_positive_numeric_count","lme4_lmer_REML",4421,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_1812dd827ede","Surfbird","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_1812dd827ede","Surfbird","core_species","conditional_positive_numeric_count","lme4_lmer_REML",1063,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_1930f23cc4f8","Surf Scoter","core_species","checklist_reporting","lme4_glmer_nAGQ0",217183,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_1930f23cc4f8","Surf Scoter","core_species","conditional_positive_numeric_count","lme4_lmer_REML",16632,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_3083477933a8","White-winged Scoter","core_species","checklist_reporting","lme4_glmer_nAGQ0",217199,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_3083477933a8","White-winged Scoter","core_species","conditional_positive_numeric_count","lme4_lmer_REML",4706,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_35518e24dfdd","Common Merganser","core_species","checklist_reporting","lme4_glmer_nAGQ0",217093,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_35518e24dfdd","Common Merganser","core_species","conditional_positive_numeric_count","lme4_lmer_REML",27776,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_35707a9578d5","Pelagic Cormorant","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_35707a9578d5","Pelagic Cormorant","core_species","conditional_positive_numeric_count","lme4_lmer_REML",18881,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_40f730f5ad72","Long-tailed Duck","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_40f730f5ad72","Long-tailed Duck","core_species","conditional_positive_numeric_count","lme4_lmer_REML",2946,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_4ae57d328ec6","Greater Scaup","core_species","checklist_reporting","lme4_glmer_nAGQ0",216227,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_4ae57d328ec6","Greater Scaup","core_species","conditional_positive_numeric_count","lme4_lmer_REML",4514,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_59441ff7abde","Brant","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_59441ff7abde","Brant","core_species","conditional_positive_numeric_count","lme4_lmer_REML",3796,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_5a9a3495d0ea","Western Gull","core_species","checklist_reporting","lme4_glmer_nAGQ0",216824,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_5a9a3495d0ea","Western Gull","core_species","conditional_positive_numeric_count","lme4_lmer_REML",712,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_6b4cfd1ab927","Horned Grebe","core_species","checklist_reporting","lme4_glmer_nAGQ0",217142,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_6b4cfd1ab927","Horned Grebe","core_species","conditional_positive_numeric_count","lme4_lmer_REML",13054,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_6cbe5bbd310c","Rhinoceros Auklet","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_6cbe5bbd310c","Rhinoceros Auklet","core_species","conditional_positive_numeric_count","lme4_lmer_REML",1816,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_725074cbfcb6","Glaucous-winged Gull","core_species","checklist_reporting","lme4_glmer_nAGQ0",217037,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_725074cbfcb6","Glaucous-winged Gull","core_species","conditional_positive_numeric_count","lme4_lmer_REML",85053,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_7571c026ae99","American Herring Gull","core_species","checklist_reporting","lme4_glmer_nAGQ0",217179,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_7571c026ae99","American Herring Gull","core_species","conditional_positive_numeric_count","lme4_lmer_REML",1851,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_7b80ddaff058","Great Blue Heron","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_7b80ddaff058","Great Blue Heron","core_species","conditional_positive_numeric_count","lme4_lmer_REML",50285,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_7d980a7c8c37","Northern Pintail","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_7d980a7c8c37","Northern Pintail","core_species","conditional_positive_numeric_count","lme4_lmer_REML",14278,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_815c98107028","Mallard","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_815c98107028","Mallard","core_species","conditional_positive_numeric_count","lme4_lmer_REML",81526,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_82312e6f2848","Common Goldeneye","core_species","checklist_reporting","lme4_glmer_nAGQ0",216892,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_82312e6f2848","Common Goldeneye","core_species","conditional_positive_numeric_count","lme4_lmer_REML",21195,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_8608f2ed61cf","Pigeon Guillemot","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_8608f2ed61cf","Pigeon Guillemot","core_species","conditional_positive_numeric_count","lme4_lmer_REML",6342,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_86eda7ed9025","Red-necked Grebe","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_86eda7ed9025","Red-necked Grebe","core_species","conditional_positive_numeric_count","lme4_lmer_REML",8109,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_87b306550dba","Harlequin Duck","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_87b306550dba","Harlequin Duck","core_species","conditional_positive_numeric_count","lme4_lmer_REML",12030,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_98ca0000b734","Brandt's Cormorant","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_98ca0000b734","Brandt's Cormorant","core_species","conditional_positive_numeric_count","lme4_lmer_REML",2573,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_99238953638b","Bufflehead","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_99238953638b","Bufflehead","core_species","conditional_positive_numeric_count","lme4_lmer_REML",50039,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_9ae1aa9b7fdf","Common Loon","core_species","checklist_reporting","lme4_glmer_nAGQ0",217199,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_9ae1aa9b7fdf","Common Loon","core_species","conditional_positive_numeric_count","lme4_lmer_REML",15359,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_a113baee5693","American Wigeon","core_species","checklist_reporting","lme4_glmer_nAGQ0",217190,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_a113baee5693","American Wigeon","core_species","conditional_positive_numeric_count","lme4_lmer_REML",34665,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_a444854c6b66","Double-crested Cormorant","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_a444854c6b66","Double-crested Cormorant","core_species","conditional_positive_numeric_count","lme4_lmer_REML",29011,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_aa5353f6d6d2","Iceland Gull","core_species","checklist_reporting","lme4_glmer_nAGQ0",217184,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_aa5353f6d6d2","Iceland Gull","core_species","conditional_positive_numeric_count","lme4_lmer_REML",4317,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_acf526bb8010","Marbled Murrelet","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_acf526bb8010","Marbled Murrelet","core_species","conditional_positive_numeric_count","lme4_lmer_REML",3103,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_b3d3ea90f9cb","Canada Goose","core_species","checklist_reporting","lme4_glmer_nAGQ0",217083,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_b3d3ea90f9cb","Canada Goose","core_species","conditional_positive_numeric_count","lme4_lmer_REML",68271,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_c12b832d2b03","California Gull","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_c12b832d2b03","California Gull","core_species","conditional_positive_numeric_count","lme4_lmer_REML",6644,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_c2d1fbbaf6d3","Red-breasted Merganser","core_species","checklist_reporting","lme4_glmer_nAGQ0",217092,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_c2d1fbbaf6d3","Red-breasted Merganser","core_species","conditional_positive_numeric_count","lme4_lmer_REML",13364,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_c34f23342a55","Pacific Loon","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_c34f23342a55","Pacific Loon","core_species","conditional_positive_numeric_count","lme4_lmer_REML",6049,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_c9db024faf12","American Crow","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_c9db024faf12","American Crow","core_species","conditional_positive_numeric_count","lme4_lmer_REML",112180,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_d002764a39e8","Lesser Scaup","core_species","checklist_reporting","lme4_glmer_nAGQ0",216290,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_d002764a39e8","Lesser Scaup","core_species","conditional_positive_numeric_count","lme4_lmer_REML",9378,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_d7dd9536145c","Barrow's Goldeneye","core_species","checklist_reporting","lme4_glmer_nAGQ0",216814,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_d7dd9536145c","Barrow's Goldeneye","core_species","conditional_positive_numeric_count","lme4_lmer_REML",10960,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_e0e678a61ad7","Short-billed Gull","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_e0e678a61ad7","Short-billed Gull","core_species","conditional_positive_numeric_count","lme4_lmer_REML",22003,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_ebf17f77fb66","Western Grebe","core_species","checklist_reporting","lme4_glmer_nAGQ0",217186,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_ebf17f77fb66","Western Grebe","core_species","conditional_positive_numeric_count","lme4_lmer_REML",1346,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_fadb8da1a816","Bonaparte's Gull","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_fadb8da1a816","Bonaparte's Gull","core_species","conditional_positive_numeric_count","lme4_lmer_REML",4025,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_fc0a9b777dcd","Bald Eagle","core_species","checklist_reporting","lme4_glmer_nAGQ0",217199,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_fc0a9b777dcd","Bald Eagle","core_species","conditional_positive_numeric_count","lme4_lmer_REML",83359,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_v2_000002","Black Oystercatcher","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_v2_000002","Black Oystercatcher","core_species","conditional_positive_numeric_count","lme4_lmer_REML",13626,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_v2_000003","Dunlin","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_v2_000003","Dunlin","core_species","conditional_positive_numeric_count","lme4_lmer_REML",5908,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_v2_000006","Black-bellied Plover","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_v2_000006","Black-bellied Plover","core_species","conditional_positive_numeric_count","lme4_lmer_REML",3973,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_v2_000007","Common Raven","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_v2_000007","Common Raven","core_species","conditional_positive_numeric_count","lme4_lmer_REML",60940,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_v2_000011","Glaucous Gull","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_v2_000011","Glaucous Gull","core_species","conditional_positive_numeric_count","lme4_lmer_REML",185,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p180",180
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_04afbeb21fb0","Hooded Merganser","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,TRUE,FALSE,FALSE,"",,0.165419652439746,0.210350114344041,4.70861171768719,,"completed","placebo_offset_p90",90
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_04afbeb21fb0","Hooded Merganser","core_species","conditional_positive_numeric_count","lme4_lmer_REML",20340,TRUE,FALSE,FALSE,"",0.0388347325497307,0.0362353399739114,0.0172288898839664,0.0678400878139253,0.435124824812142,"completed","placebo_offset_p90",90
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_04cf65098f13","Red-throated Loon","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,TRUE,FALSE,FALSE,"",,0.314100257154173,1.1727993282388,7.3698686441065,,"completed","placebo_offset_p90",90
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_04cf65098f13","Red-throated Loon","core_species","conditional_positive_numeric_count","lme4_lmer_REML",1488,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p90",90
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_08bb40b40c0a","Ring-billed Gull","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,TRUE,FALSE,FALSE,"",,1.613969623312,0.829214341592823,4.06157673752969,,"completed","placebo_offset_p90",90
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_08bb40b40c0a","Ring-billed Gull","core_species","conditional_positive_numeric_count","lme4_lmer_REML",4549,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p90",90
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_1328b44be502","Black Scoter","core_species","checklist_reporting","lme4_glmer_nAGQ0",217178,TRUE,FALSE,FALSE,"",,2.29082303875931,0.420913479046965,10.2514722205111,,"completed","placebo_offset_p90",90
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_1328b44be502","Black Scoter","core_species","conditional_positive_numeric_count","lme4_lmer_REML",1684,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p90",90
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_136b0e66254b","Common Murre","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,TRUE,FALSE,FALSE,"",,1.21624879312556,1.44575407914954,12.0264630139253,,"completed","placebo_offset_p90",90
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_136b0e66254b","Common Murre","core_species","conditional_positive_numeric_count","lme4_lmer_REML",2023,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p90",90
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_15dd5efcd8d6","Black Turnstone","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,TRUE,FALSE,FALSE,"",,1.92092878565965,0.336368225675255,11.8504155332644,,"completed","placebo_offset_p90",90
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_15dd5efcd8d6","Black Turnstone","core_species","conditional_positive_numeric_count","lme4_lmer_REML",4421,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p90",90
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_1812dd827ede","Surfbird","core_species","checklist_reporting","lme4_glmer_nAGQ0",217200,TRUE,FALSE,FALSE,"",,0.339353691457886,0.30468213712054,17.4294813609529,,"completed","placebo_offset_p90",90
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_1812dd827ede","Surfbird","core_species","conditional_positive_numeric_count","lme4_lmer_REML",1063,FALSE,,,"failed_insufficient_support",,,,,,"failed_insufficient_support","placebo_offset_p90",90
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_1930f23cc4f8","Surf Scoter","core_species","checklist_reporting","lme4_glmer_nAGQ0",217183,TRUE,FALSE,FALSE,"",,0.981823463616629,0.741819347790625,11.7866873472021,,"completed","placebo_offset_p90",90
